#timestamp tx ty tz qx qy qz qw
1556456287.136644 -2.653458977874834e-05 8.15114108263515e-05 0.0005380208604037762 2.6973884814651683e-05 4.4831016566604376e-05 2.1315208869054914e-05 1.0
1556456287.637015 -5.967447941657156e-05 -0.0003138735773973167 0.00042962777661159635 1.0202583325735759e-05 9.015619070851244e-06 5.0632611419132445e-06 1.0
1556456288.137535 -0.00024068725178949535 -0.0010493494337424636 0.00015761620306875557 4.772608008352108e-05 5.791230796603486e-05 -2.022061380557716e-05 1.0
1556456288.63786 0.0001561297831358388 -0.00022285673185251653 0.00021281502267811447 3.629242655733833e-06 3.6717363400384784e-05 2.3386521206703037e-05 1.0
1556456289.138276 6.711237074341625e-05 -0.00045536752440966666 9.881633013719693e-05 1.0623545676935464e-05 3.4471893741283566e-05 3.135803126497194e-05 1.0
1556456289.638708 6.02721847826615e-05 -0.0006731079774908721 -0.00015608845569659024 2.2906428057467565e-05 0.00011948318569920957 4.051035284646787e-05 1.0
1556456290.039074 -0.0004136647912673652 -0.0006069171358831227 0.00037066006916575134 3.1295257940655574e-05 4.091971641173586e-05 -2.508468423911836e-05 1.0
1556456290.539491 -0.00017950820620171726 -0.00041151687037199736 -9.609014523448423e-05 4.554486076813191e-05 4.87922370666638e-05 -3.5007644328288734e-05 1.0
1556456291.039941 5.57564380869735e-05 -8.513843567925505e-06 0.0007176227518357337 2.404919905529823e-05 1.2478196367737837e-05 1.380686262564268e-05 1.0
1556456291.540365 -0.00023084178974386305 -0.0006901051965542138 0.00041756543214432895 5.10527797814575e-06 2.8596648917300627e-05 -1.9165925550623797e-05 1.0
1556456292.040859 -0.00015549433010164648 -0.00043295283103361726 0.00017579883569851518 5.8974103012587875e-05 6.954064883757383e-05 -1.8849572370527312e-05 1.0
1556456292.541278 0.00019100721692666411 -0.00090737733989954 0.0003654587781056762 1.1968466424150392e-05 6.594373553525656e-05 1.7748188838595524e-05 1.0
1556456293.141782 3.4362154110567644e-05 -0.0001515094772912562 0.0002742754004430026 3.616188041632995e-05 7.967739657033235e-05 -1.0612935511744581e-05 1.0
1556456293.64223 9.270763257518411e-05 -5.064344804850407e-06 0.0003127677191514522 1.0974896213156171e-05 5.7618850405560806e-05 2.6037818315671757e-05 1.0
1556456294.242765 -9.946018690243363e-05 -0.001417139545083046 -4.26229125878308e-05 2.830788253049832e-05 0.0001191720730275847 -3.0150295060593635e-05 1.0
1556456294.743192 0.00021037599071860313 -0.0010181673569604754 0.00032980344258248806 2.827847310982179e-05 0.00010103097883984447 -1.669563425821252e-05 1.0
1556456295.243617 -0.0008857834036462009 -0.0008855837513692677 2.442654295009561e-05 -1.6683325156918727e-06 -6.795732042519376e-05 2.7113424039271194e-06 1.0
1556456295.844138 0.00042554500396363437 6.31955117569305e-06 0.0004069454444106668 -2.7593363483902067e-05 4.985683335689828e-05 -4.0364502638112754e-05 1.0
1556456296.444652 -0.0004511656006798148 2.0624233002308756e-05 8.20381899302447e-07 -1.6793421309557743e-05 -3.388611366972327e-05 -1.0693558579077944e-05 1.0
1556456296.945081 -0.0003220392973162234 0.0005216708523221314 -0.00012295333726797253 -1.8240350982523523e-05 -9.204974048770964e-06 7.876864401623607e-06 1.0
1556456297.445498 -0.00029283715412020683 0.00037043276824988425 0.00022818180150352418 -4.235212691128254e-05 -3.764089706237428e-05 -6.733162081218325e-07 1.0
1556456298.046036 -0.0005272545386105776 0.0003376314416527748 4.515856926445849e-05 -3.999777982244268e-05 1.421345405105967e-05 -2.129722633981146e-05 1.0
1556456298.546431 -0.0006174225127324462 0.00011001312668668106 -0.0002503953583072871 -3.904798359144479e-05 -1.1067179002566263e-05 -1.6740963474148884e-05 1.0
1556456299.146986 -0.00018900410213973373 0.0002728092367760837 -0.000286872178548947 -9.178851905744523e-05 9.888455679174513e-05 -2.208156365668401e-05 1.0
1556456299.647527 -0.000532031524926424 -0.00027595122810453176 0.00021147195366211236 6.439095614041435e-06 2.2828848159406334e-05 -1.7827918782131746e-05 1.0
1556456300.247926 -0.0001832557172747329 0.0012321140384301543 0.0003798358957283199 -9.39766614465043e-05 -4.1009763663168997e-05 2.4852206479408778e-05 1.0
1556456300.848425 -0.0007502898806706071 0.00031082265195436776 -0.00022828916553407907 -2.4847173335729167e-05 -7.302094672922976e-06 -7.983948307810351e-06 1.0
1556456301.348871 -0.0005836075288243592 0.00011711601837305352 -0.0005974043160676956 -8.072188211372122e-05 9.14704505703412e-05 -5.639224582409952e-06 1.0
1556456301.949401 -0.0005361320218071342 0.00030034256633371115 -0.00038880074862390757 -7.780441956128925e-05 7.427684613503516e-05 -2.160076837753877e-05 1.0
1556456302.4498 -0.0005314894951879978 0.0007357237627729774 -0.0002962630824185908 -3.624389137257822e-05 1.023099321173504e-05 -1.995898401219165e-06 1.0
1556456303.050366 -0.000729116378352046 6.609392585232854e-05 -4.543433169601485e-05 -3.553198985173367e-05 -3.859370553982444e-05 -3.798976831603795e-05 1.0
1556456303.550786 -0.0005558970151469111 0.0003376309759914875 -0.00017324065265711397 -4.241618444211781e-05 -1.3647895684698597e-05 -9.343168130726553e-06 1.0
1556456304.151279 -0.0007640760741196573 0.0006009216303937137 0.00011105372686870396 -7.434759754687548e-05 -9.036149276653305e-05 3.1869703889242373e-06 1.0
1556456304.651748 -0.0006539166788570583 0.0003557674936018884 -0.0002892871561925858 -7.437384920194745e-05 5.287343810778111e-05 -1.4687807379232254e-05 1.0
1556456305.252257 -0.000963824160862714 -0.0001130398886743933 -0.0004138989606872201 -3.536695658112876e-05 6.436219700844958e-05 -1.862304998212494e-05 1.0
1556456305.752703 -0.0005556810647249222 0.00013488736294675618 -0.00018205597007181495 -4.3337568058632314e-05 1.9326758774695918e-05 4.549076948023867e-06 1.0
1556456306.253096 -0.000762024661526084 4.45391888206359e-05 -9.48939923546277e-05 -5.566205072682351e-05 -4.0421866287942976e-05 -1.2075986887793988e-05 1.0
1556456306.853664 -0.0006952558760531247 0.00012155970034655184 0.00021297672356013209 -7.03603436704725e-05 -0.00012470099318306893 -1.1991374776698649e-05 1.0
1556456307.354026 -0.0007887337123975158 0.0006830825586803257 -0.0002743113727774471 -4.845064540859312e-05 -1.4301622286438942e-05 2.9406935937004164e-05 1.0
1556456307.854502 -0.0008102753781713545 0.002237096894532442 -7.412294507957995e-05 -5.208633592701517e-05 -6.071532698115334e-05 1.7654989278526045e-05 1.0
1556456308.455021 -0.0007982014212757349 0.0021881982684135437 -0.00023195329413283616 -5.5116161092882976e-05 -7.198065577540547e-05 2.347590282170131e-07 1.0
1556456308.95549 -0.0023294752463698387 -0.01315250527113676 -0.002483050338923931 -0.00027219689218327403 -0.0001316273701377213 -2.7998203222523443e-05 1.0
1556456309.455899 -0.008045496419072151 -0.12489844858646393 -0.00514230877161026 -0.00046475001727230847 -0.0005044104764238 -5.9314272220944986e-05 0.9999997615814209
1556456310.05645 -0.02117556892335415 -0.44627970457077026 -0.009784051217138767 -0.0010527215199545026 -0.00039847276639193296 -0.00045889976900070906 0.9999992847442627
1556456310.556873 -0.043470676988363266 -0.9557570219039917 -0.009587245061993599 -0.0008178027346730232 -0.0006709384615533054 -0.0007027707761153579 0.9999991655349731
1556456311.157377 -0.07666682451963425 -1.8852880001068115 -0.021294577047228813 -0.0006751680630259216 0.0010866454103961587 0.0005668484955094755 0.9999990463256836
1556456311.757862 -0.12249104678630829 -3.0283849239349365 -0.030336182564496994 -0.0012773250928148627 -0.0012276259949430823 0.0046020932495594025 0.9999878406524658
1556456312.458548 -0.15415506064891815 -4.6338300704956055 -0.05541408061981201 -0.0010924418456852436 -0.0014258170267567039 0.012730313464999199 0.9999173879623413
1556456313.059047 -0.16722285747528076 -6.162227630615234 -0.10699042677879333 0.0001242268772330135 0.0032175215892493725 0.022564640268683434 0.9997401833534241
1556456313.659508 -0.1410653442144394 -7.616937637329102 -0.12403560429811478 -0.0030279981438070536 -0.0006230293656699359 0.04036345332860947 0.9991803169250488
1556456314.159946 -0.0484328418970108 -8.742547035217285 -0.13290339708328247 -0.004880472086369991 -0.0009244950488209724 0.06888990104198456 0.997611939907074
1556456314.560284 0.10624010860919952 -9.611474990844727 -0.14816409349441528 -0.003910413011908531 -0.0006287861615419388 0.10570970177650452 0.9943891763687134
1556456315.160787 0.4994640350341797 -10.968433380126953 -0.14308777451515198 -0.000546590075828135 -0.0004658307589124888 0.1816886067390442 0.9833558797836304
1556456315.66128 1.0258302688598633 -11.991605758666992 -0.1602616012096405 0.0014169596834108233 -0.00047524485853500664 0.2641916871070862 0.9644690752029419
1556456316.161679 1.7594640254974365 -12.887419700622559 -0.17392347753047943 0.0011598619166761637 -5.236174911260605e-05 0.3596371114253998 0.9330915808677673
1556456316.562029 2.4867775440216064 -13.503931045532227 -0.19087131321430206 0.004291788209229708 -0.0024262680672109127 0.43632227182388306 0.8997769951820374
1556456317.062483 3.56358003616333 -14.078661918640137 -0.1994633674621582 0.004468096420168877 -0.0009280894882977009 0.5257908701896667 0.8506016731262207
1556456317.562894 4.765564918518066 -14.444524765014648 -0.22307029366493225 0.0027231434360146523 0.0010775801492854953 0.5974726676940918 0.8018839359283447
1556456318.06333 6.047314643859863 -14.705708503723145 -0.24057018756866455 0.0020583004225045443 0.0007598642841912806 0.642174243927002 0.7665554881095886
1556456318.463648 7.129889011383057 -14.848609924316406 -0.25132930278778076 -0.0005262299673631787 0.0016787267522886395 0.6636713147163391 0.7480223178863525
1556456319.064177 8.903345108032227 -15.05345344543457 -0.28553998470306396 0.0020637912675738335 0.0013323252787813544 0.6825759410858154 0.7308105826377869
1556456319.564592 10.508831024169922 -15.188891410827637 -0.3097422420978546 0.003410889068618417 0.00234305951744318 0.6931228041648865 0.7208077311515808
1556456320.265235 12.934776306152344 -15.321991920471191 -0.3571467697620392 0.0024403457064181566 0.0022574763279408216 0.7043988704681396 0.7097965478897095
1556456320.665556 14.410795211791992 -15.364339828491211 -0.3820441961288452 0.002887476934120059 0.004438718315213919 0.7093496918678284 0.7048368453979492
1556456321.065921 15.946138381958008 -15.398900032043457 -0.4153898358345032 0.0036002390552312136 0.004529597703367472 0.7136122584342957 0.7005169987678528
1556456321.666417 18.359647750854492 -15.421087265014648 -0.4682338535785675 0.003004298312589526 0.0036737399641424417 0.719679594039917 0.6942901611328125
1556456322.266931 20.87601089477539 -15.410703659057617 -0.522684633731842 0.002491158898919821 0.003736797021701932 0.7219785451889038 0.6919008493423462
1556456322.867482 23.52306365966797 -15.40951156616211 -0.5750271081924438 0.002827657153829932 0.006162594072520733 0.7204210162162781 0.6935039162635803
1556456323.367891 25.829219818115234 -15.434148788452148 -0.6430712342262268 0.00570293702185154 0.006136149633675814 0.7192073464393616 0.6947450041770935
1556456323.868279 28.21587371826172 -15.452531814575195 -0.7066596746444702 0.00529118487611413 0.005007794592529535 0.7190161347389221 0.6949551701545715
1556456324.368781 30.717098236083984 -15.485386848449707 -0.7840843796730042 0.008490387350320816 0.006564843002706766 0.7175953984260559 0.6963776350021362
1556456324.869217 33.30219268798828 -15.516853332519531 -0.8741347789764404 0.009765657596290112 0.007957994006574154 0.7164692878723145 0.6975048780441284
1556456325.369609 35.964271545410156 -15.547090530395508 -0.986220121383667 0.0056614624336361885 0.010077704675495625 0.7158345580101013 0.6981742978096008
1556456325.870057 38.70036315917969 -15.59163761138916 -1.0807727575302124 0.005750298034399748 0.012028966099023819 0.7143405079841614 0.6996713280677795
1556456326.370547 41.49431610107422 -15.630571365356445 -1.190793514251709 0.003348308615386486 0.01661570556461811 0.7144356369972229 0.6994959115982056
1556456326.77083 43.767757415771484 -15.667684555053711 -1.2661999464035034 -6.43390158074908e-05 0.017138980329036713 0.7130552530288696 0.7008984088897705
1556456327.271345 46.72226333618164 -15.78769588470459 -1.3850479125976562 0.005871267057955265 0.011873344890773296 0.710825502872467 0.7032437324523926
1556456327.77173 49.7066650390625 -15.89830493927002 -1.4864593744277954 0.010372152552008629 0.011420698836445808 0.7120485305786133 0.7019608020782471
1556456328.372255 53.23830795288086 -15.999948501586914 -1.6305171251296997 0.012495649047195911 0.010670887306332588 0.7117034792900085 0.7022878527641296
1556456328.872686 56.11123275756836 -16.094051361083984 -1.7538357973098755 0.012798376381397247 0.0080550042912364 0.7108516693115234 0.7031794190406799
1556456329.273025 58.40473556518555 -16.163372039794922 -1.8514761924743652 0.015813911333680153 0.01188579574227333 0.710331916809082 0.7035887837409973
1556456329.773464 61.1804084777832 -16.24401092529297 -1.9759740829467773 0.013555738143622875 0.012651128694415092 0.7102272510528564 0.7037283182144165
1556456330.273854 63.89964294433594 -16.34044647216797 -2.101407051086426 0.014857295900583267 0.010723622515797615 0.7109566926956177 0.7029971480369568
1556456330.674197 66.03394317626953 -16.387060165405273 -2.189811944961548 0.015962403267621994 0.013835395686328411 0.712624728679657 0.7012273669242859
1556456331.174633 68.6678466796875 -16.453245162963867 -2.330536127090454 0.017595632001757622 0.01825428195297718 0.7098686099052429 0.7038776874542236
1556456331.775175 71.73332214355469 -16.63506507873535 -2.4776012897491455 0.013005735352635384 0.013849271461367607 0.6957201361656189 0.7180616855621338
1556456332.275672 74.39179229736328 -16.91646385192871 -2.6166577339172363 0.014706534333527088 0.014567396603524685 0.6810069680213928 0.7319843173027039
1556456332.876127 77.70988464355469 -17.400175094604492 -2.77030086517334 0.012712971307337284 0.01536295935511589 0.6663722991943359 0.7453525066375732
1556456333.376569 80.59837341308594 -17.89689826965332 -2.915437698364258 0.01594756543636322 0.018261848017573357 0.6597497463226318 0.7510942220687866
1556456333.876918 83.67399597167969 -18.419286727905273 -3.1029255390167236 0.0182489026337862 0.01703082025051117 0.6580244302749634 0.7525827884674072
1556456334.277359 86.14398193359375 -18.86442756652832 -3.25707745552063 0.022647026926279068 0.01759243942797184 0.6600369215011597 0.7506856918334961
1556456334.777757 89.3022689819336 -19.39605712890625 -3.4753577709198 0.023805011063814163 0.016272932291030884 0.6664912700653076 0.7449549436569214
1556456335.178088 91.9207763671875 -19.75986099243164 -3.6483309268951416 0.024718180298805237 0.015658825635910034 0.6743346452713013 0.7378459572792053
1556456335.478379 93.92193603515625 -19.99207878112793 -3.7854530811309814 0.023584438487887383 0.0159344132989645 0.6801378726959229 0.7325314879417419
1556456335.878706 96.67984771728516 -20.277297973632812 -3.9660773277282715 0.02585318684577942 0.014795717783272266 0.6867212653160095 0.7263102531433105
1556456336.279066 99.45619201660156 -20.51869773864746 -4.1601080894470215 0.025294534862041473 0.013631964102387428 0.6922114491462708 0.7211225032806396
1556456336.57931 101.57340240478516 -20.681079864501953 -4.304373264312744 0.02765633910894394 0.01470161508768797 0.6951197385787964 0.7182114124298096
1556456337.07978 105.14032745361328 -20.92544937133789 -4.557276248931885 0.02962997741997242 0.01381503976881504 0.6990000009536743 0.7143740653991699
1556456337.480109 108.01856231689453 -21.085416793823242 -4.7732648849487305 0.03001229092478752 0.015848524868488312 0.7024109363555908 0.7109619975090027
1556456337.880464 110.9152603149414 -21.217336654663086 -4.993564128875732 0.031463466584682465 0.01921013742685318 0.7058321833610535 0.707419216632843
1556456338.280809 113.76720428466797 -21.32882308959961 -5.2113213539123535 0.03186407685279846 0.018440905958414078 0.7085364460945129 0.7047132849693298
1556456338.681101 116.58350372314453 -21.43079948425293 -5.436522960662842 0.03498399257659912 0.020034532994031906 0.709169864654541 0.7038841843605042
1556456339.081509 119.36071014404297 -21.510194778442383 -5.683011054992676 0.034081850200891495 0.02383258379995823 0.7098910212516785 0.7030826807022095
1556456339.581924 122.6807632446289 -21.60628890991211 -5.952770233154297 0.03116142563521862 0.024387603625655174 0.7097105383872986 0.7033812999725342
1556456340.182412 126.46222686767578 -21.728416442871094 -6.274266719818115 0.03653289005160332 0.025540677830576897 0.7112364172935486 0.7015381455421448
1556456340.68282 129.28355407714844 -21.81422996520996 -6.533705234527588 0.037891216576099396 0.022665925323963165 0.712351381778717 0.7004327774047852
1556456341.183285 131.8249053955078 -21.87622833251953 -6.775444507598877 0.03997671976685524 0.02269752323627472 0.7133603096008301 0.6992881298065186
1556456341.583647 133.65460205078125 -21.894556045532227 -6.947202682495117 0.03813301399350166 0.028169257566332817 0.7143405675888062 0.698190450668335
1556456341.983996 135.26011657714844 -21.913484573364258 -7.115029811859131 0.0378962978720665 0.029863722622394562 0.7144466042518616 0.6980243921279907
1556456342.584439 137.2176971435547 -21.946569442749023 -7.310279846191406 0.038624636828899384 0.031078707426786423 0.7142415046691895 0.6981413960456848
1556456342.984849 138.13497924804688 -21.964731216430664 -7.407095909118652 0.039053406566381454 0.03180430456995964 0.7142854928970337 0.6980398893356323
1556456343.485308 138.94195556640625 -21.979543685913086 -7.4916300773620605 0.03886200487613678 0.031016753986477852 0.7141457796096802 0.6982288956642151
1556456343.885632 139.29490661621094 -21.985872268676758 -7.528244972229004 0.03922245278954506 0.0311927180737257 0.7141419053077698 0.6982048153877258
1556456344.28594 139.4595489501953 -21.98949432373047 -7.546213150024414 0.03934033215045929 0.031370848417282104 0.7141956090927124 0.698135256767273
1556456344.586216 139.4924774169922 -21.989835739135742 -7.5493340492248535 0.039243075996637344 0.031108994036912918 0.7141866087913513 0.6981616616249084
1556456344.986568 139.48977661132812 -21.989139556884766 -7.548720836639404 0.03902195766568184 0.03078918345272541 0.7141165733337402 0.6982598304748535
1556456345.386909 139.4914093017578 -21.989849090576172 -7.548484802246094 0.039107441902160645 0.030801348388195038 0.7141469120979309 0.6982234716415405
1556456345.787299 139.4893035888672 -21.989479064941406 -7.549076080322266 0.03898822143673897 0.030819876119494438 0.7141147255897522 0.6982623338699341
1556456346.187608 139.48956298828125 -21.98971939086914 -7.548577785491943 0.03896557167172432 0.030835648998618126 0.7141075730323792 0.6982702016830444
1556456346.587931 139.4891357421875 -21.989553451538086 -7.548867702484131 0.03918812423944473 0.031176771968603134 0.7141037583351135 0.6982465386390686
1556456346.988284 139.49024963378906 -21.99013900756836 -7.548520565032959 0.03922174498438835 0.031242957338690758 0.71410071849823 0.6982447504997253
1556456347.388638 139.48863220214844 -21.989456176757812 -7.548460483551025 0.03892036899924278 0.030620504170656204 0.7141514420509338 0.6982372999191284
1556456347.889085 139.48956298828125 -21.98917007446289 -7.54884147644043 0.03897819295525551 0.030786005780100822 0.7141233086585999 0.6982555389404297
1556456348.389489 139.49032592773438 -21.989309310913086 -7.548620700836182 0.0390443429350853 0.030856657773256302 0.7141037583351135 0.698268711566925
1556456348.889957 139.48902893066406 -21.989648818969727 -7.5482916831970215 0.03893139213323593 0.030974652618169785 0.714148223400116 0.6982244253158569
1556456349.190183 139.491943359375 -21.989614486694336 -7.549012660980225 0.0389183834195137 0.0309621412307024 0.7141268253326416 0.6982476115226746
1556456349.690631 139.491943359375 -21.989612579345703 -7.548434257507324 0.03892285004258156 0.030806133523583412 0.7141178846359253 0.6982633471488953
1556456350.191082 139.49081420898438 -21.989492416381836 -7.549014091491699 0.038943853229284286 0.030673814937472343 0.7141256928443909 0.6982599496841431
1556456350.591446 139.48854064941406 -21.989473342895508 -7.548697471618652 0.03914659842848778 0.031182341277599335 0.7141250967979431 0.698226809501648
1556456350.991765 139.48805236816406 -21.989551544189453 -7.54861307144165 0.03897705674171448 0.03086989000439644 0.7141567468643188 0.6982177495956421
1556456351.392113 139.4896240234375 -21.99004554748535 -7.549430847167969 0.039023369550704956 0.030959684401750565 0.7141326069831848 0.6982358694076538
1556456351.892546 139.49093627929688 -21.990127563476562 -7.549693584442139 0.039032042026519775 0.0308267530053854 0.7141454815864563 0.698228120803833
1556456352.192811 139.49017333984375 -21.989585876464844 -7.548913955688477 0.03900453448295593 0.030759524554014206 0.7141324281692505 0.6982459425926208
1556456352.69323 139.49066162109375 -21.99002456665039 -7.54922342300415 0.0388759970664978 0.030798904597759247 0.7141396999359131 0.6982439160346985
1556456353.093575 139.4922332763672 -21.989952087402344 -7.548996448516846 0.03904147446155548 0.031041137874126434 0.7141340970993042 0.6982297897338867
1556456353.393862 139.49081420898438 -21.989540100097656 -7.549387454986572 0.03901926800608635 0.030921708792448044 0.7141615748405457 0.698208212852478
1556456353.894271 139.49169921875 -21.98993492126465 -7.549407482147217 0.03903434798121452 0.030798647552728653 0.7141129970550537 0.6982623934745789
1556456354.394701 139.489990234375 -21.98967170715332 -7.5495500564575195 0.03879225254058838 0.030910328030586243 0.7141676545143127 0.698215126991272
1556456354.895148 139.49073791503906 -21.989940643310547 -7.548757553100586 0.039174698293209076 0.031252484768629074 0.7141392827033997 0.6982074975967407
1556456355.295506 139.49114990234375 -21.989892959594727 -7.5490570068359375 0.03908940404653549 0.0312616191804409 0.7141546607017517 0.6981961727142334
1556456355.695844 139.48985290527344 -21.989471435546875 -7.549037933349609 0.038996510207653046 0.030791735276579857 0.7141408920288086 0.698236346244812
1556456356.296283 139.490234375 -21.98972511291504 -7.548647403717041 0.03911689668893814 0.031206266954541206 0.7141515016555786 0.6982004046440125
1556456356.696725 139.4895477294922 -21.990007400512695 -7.548906326293945 0.039088405668735504 0.03125670552253723 0.71416175365448 0.6981891989707947
1556456357.096975 139.48829650878906 -21.989559173583984 -7.549046516418457 0.039125896990299225 0.031127654016017914 0.7141467332839966 0.6982082724571228
1556456357.497354 139.4883270263672 -21.989843368530273 -7.548845291137695 0.03910678252577782 0.031088968738913536 0.7141323685646057 0.698225736618042
1556456357.997801 139.48985290527344 -21.989957809448242 -7.549116134643555 0.03882918879389763 0.031146910041570663 0.7141674160957336 0.6982027888298035
1556456358.398168 139.4897918701172 -21.989959716796875 -7.549147129058838 0.03899050131440163 0.030898122116923332 0.7141443490982056 0.6982284188270569
1556456358.898628 139.4900360107422 -21.98984718322754 -7.549358367919922 0.03899728134274483 0.030992520973086357 0.7141560912132263 0.6982119083404541
1556456359.198848 139.48880004882812 -21.98948860168457 -7.548845291137695 0.03905501589179039 0.030945785343647003 0.7141302227973938 0.6982371807098389
1556456359.599197 139.48849487304688 -21.98906707763672 -7.5493011474609375 0.038934219628572464 0.030805358663201332 0.71414715051651 0.6982328295707703
1556456360.199801 139.48654174804688 -21.98893165588379 -7.548828125 0.038994137197732925 0.030867554247379303 0.7141597270965576 0.6982138156890869
1556456360.500037 139.49095153808594 -21.98968505859375 -7.549218654632568 0.03904588147997856 0.030961012467741966 0.7141569256782532 0.6982097029685974
1556456361.000408 139.4905548095703 -21.989482879638672 -7.548858165740967 0.038961924612522125 0.030810223892331123 0.7141508460044861 0.6982272863388062
1556456361.400692 139.49038696289062 -21.989694595336914 -7.5489678382873535 0.039096832275390625 0.031214619055390358 0.7141249179840088 0.6982282400131226
1556456361.801198 139.4896697998047 -21.989736557006836 -7.549042701721191 0.03900669887661934 0.030856013298034668 0.7141507267951965 0.6982228755950928
1556456362.201425 139.4879608154297 -21.989242553710938 -7.549017906188965 0.03899791091680527 0.030835513025522232 0.7141414284706116 0.6982337832450867
1556456362.601783 139.48927307128906 -21.989505767822266 -7.549264430999756 0.0389811173081398 0.030841758474707603 0.7141354084014893 0.6982405781745911
1556456362.90206 139.48944091796875 -21.989736557006836 -7.549128532409668 0.03908056765794754 0.031237145885825157 0.7141393423080444 0.6982133984565735
1556456363.302381 139.4896240234375 -21.98949432373047 -7.549407005310059 0.03896801546216011 0.030883459374308586 0.7141600251197815 0.6982143521308899
1556456363.702739 139.49000549316406 -21.989709854125977 -7.549760818481445 0.038772206753492355 0.030978761613368988 0.7141500115394592 0.6982312202453613
1556456364.20311 139.48753356933594 -21.98932647705078 -7.549227237701416 0.03900287672877312 0.03087947517633438 0.7141518592834473 0.6982209086418152
1556456364.703642 139.48890686035156 -21.989656448364258 -7.54856014251709 0.03914354741573334 0.031333912163972855 0.7141241431236267 0.6982211470603943
1556456365.103932 139.48973083496094 -21.989850997924805 -7.54931640625 0.03902747109532356 0.030975762754678726 0.714124858379364 0.6982428431510925
1556456365.504294 139.489013671875 -21.989824295043945 -7.54918909072876 0.039043229073286057 0.031071409583091736 0.714138925075531 0.698223352432251
1556456366.00474 139.4879150390625 -21.989641189575195 -7.548925876617432 0.03908499330282211 0.031140321865677834 0.7141366004943848 0.6982203125953674
1556456366.605256 139.48927307128906 -21.98991584777832 -7.548768520355225 0.03914160281419754 0.03130270540714264 0.7141215205192566 0.6982253193855286
1556456367.005704 139.48915100097656 -21.98947525024414 -7.549361705780029 0.03906537592411041 0.030850455164909363 0.7141538858413696 0.6982165575027466
1556456367.506033 139.49156188964844 -21.989830017089844 -7.549997329711914 0.038929086178541183 0.030801938846707344 0.714108407497406 0.6982728242874146
1556456368.106601 139.5288848876953 -21.990493774414062 -7.557028770446777 0.03883017227053642 0.03058411367237568 0.7140995860099792 0.6982969045639038
1556456368.607032 139.66773986816406 -21.993450164794922 -7.571961879730225 0.03899095579981804 0.030532071366906166 0.7141871452331543 0.6982007026672363
